Predicted	Actual
[start] SanjiangEasternSandong n̥ j a k ¹ [end]	[start] SanjiangEasternSandong pʰ j a ¹ [end]
[start] SanjiangEasternSandong q e ¹ [end]	[start] SanjiangEasternSandong q e ¹ [end]
[start] SanjiangEasternSandong ts e ŋ ¹ [end]	[start] SanjiangEasternSandong ts e ŋ ¹ [end]
[start] SanjiangEasternSandong ʔ au ¹ [end]	[start] SanjiangEasternSandong ʔ au ¹ [end]
[start] SanjiangEasternSandong h i ¹ [end]	[start] SanjiangEasternSandong h i ¹ [end]
[start] SanjiangEasternSandong l o ¹ [end]	[start] SanjiangEasternSandong l w a ¹ [end]
[start] SanjiangEasternSandong h aː n ¹ [end]	[start] SanjiangEasternSandong h aː n ¹ [end]
[start] SanjiangEasternSandong p e ¹ [end]	[start] SanjiangEasternSandong p e ¹ [end]
[start] SanjiangEasternSandong ʔ j aː m ¹ [end]	[start] SanjiangEasternSandong ʔ j aː m ¹ [end]
[start] SanjiangEasternSandong t aː p ¹ [end]	[start] SanjiangEasternSandong t aː p ¹ [end]
[start] SanjiangEasternSandong ʔ a n ¹ [end]	[start] SanjiangEasternSandong ʔ a n ¹ [end]
[start] SanjiangEasternSandong s i t ¹ [end]	[start] SanjiangEasternSandong s i t ¹ [end]
[start] SanjiangEasternSandong s aːu ¹ [end]	[start] SanjiangEasternSandong s aːu ¹ [end]
[start] SanjiangEasternSandong q oi ¹ [end]	[start] SanjiangEasternSandong k oi ¹ [end]
[start] SanjiangEasternSandong k u n ¹ [end]	[start] SanjiangEasternSandong k u n ¹ [end]
[start] SanjiangEasternSandong ⁿd j eu ¹ [end]	[start] SanjiangEasternSandong ⁿd j u ¹ [end]
[start] SanjiangEasternSandong ⁿd j ə ŋ ¹ [end]	[start] SanjiangEasternSandong ⁿd i ŋ ¹ [end]
[start] SanjiangEasternSandong n j a p ¹ [end]	[start] SanjiangEasternSandong n j a p ¹ [end]
[start] SanjiangEasternSandong t au ¹ [end]	[start] SanjiangEasternSandong t au ¹ [end]
[start] SanjiangEasternSandong f u ¹ [end]	[start] SanjiangEasternSandong f u ¹ [end]
[start] SanjiangEasternSandong h j e ŋ ¹ [end]	[start] SanjiangEasternSandong h j e ŋ ¹ [end]
[start] SanjiangEasternSandong h j a n ¹ [end]	[start] SanjiangEasternSandong h j ə n ¹ [end]
[start] SanjiangEasternSandong ⁿd aː k ¹ [end]	[start] SanjiangEasternSandong ɣ aː k ¹ [end]
[start] SanjiangEasternSandong p au ¹ [end]	[start] SanjiangEasternSandong p au ¹ [end]
[start] SanjiangEasternSandong q u p ¹ [end]	[start] SanjiangEasternSandong q u p ¹ [end]
[start] SanjiangEasternSandong ⁿd j a n ¹ [end]	[start] SanjiangEasternSandong ⁿd j ə n ¹ [end]
[start] SanjiangEasternSandong q a m ¹ [end]	[start] SanjiangEasternSandong q a m ¹ [end]
[start] SanjiangEasternSandong h aːu ¹ [end]	[start] SanjiangEasternSandong h aːu ¹ [end]
[start] SanjiangEasternSandong q e ŋ ¹ [end]	[start] SanjiangEasternSandong q e ŋ ¹ [end]
[start] SanjiangEasternSandong j j u ¹ [end]	[start] SanjiangEasternSandong j j u ¹ [end]
[start] SanjiangEasternSandong j u t ¹ [end]	[start] SanjiangEasternSandong j u t ¹ [end]
[start] SanjiangEasternSandong ɣ ui ¹ [end]	[start] SanjiangEasternSandong ɣ ui ¹ [end]
[start] SanjiangEasternSandong t i ŋ ¹ [end]	[start] SanjiangEasternSandong t i ŋ ¹ [end]
[start] SanjiangEasternSandong l j u ¹ [end]	[start] SanjiangEasternSandong l j u ¹ [end]
[start] SanjiangEasternSandong n̥ j a p ¹ [end]	[start] SanjiangEasternSandong pʰ j a p ¹ [end]
[start] SanjiangEasternSandong ȶ oi ¹ [end]	[start] SanjiangEasternSandong ȶ oi ¹ [end]
[start] SanjiangEasternSandong p ai ¹ [end]	[start] SanjiangEasternSandong p ai ¹ [end]
[start] SanjiangEasternSandong pʰ j a ¹ [end]	[start] SanjiangEasternSandong pʰ j a ¹ [end]
[start] SanjiangEasternSandong s j e t ¹ [end]	[start] SanjiangEasternSandong s j e t ¹ [end]
[start] SanjiangEasternSandong t o m ¹ [end]	[start] SanjiangEasternSandong t o m ¹ [end]
[start] SanjiangEasternSandong ⁿd aː ŋ ¹ [end]	[start] SanjiangEasternSandong ⁿd aː ŋ ¹ [end]
[start] SanjiangEasternSandong l u ¹ [end]	[start] SanjiangEasternSandong l u ¹ [end]
[start] SanjiangEasternSandong pʰ a ¹ [end]	[start] SanjiangEasternSandong pʰ a ¹ [end]
[start] ShuigenCentralSandong z ə t ¹ [end]	[start] ShuigenCentralSandong z ə t ¹ [end]
[start] ShuigenCentralSandong ˀb ə n ¹ [end]	[start] ShuigenCentralSandong ˀb ə n ¹ [end]
[start] ShuigenCentralSandong m u n ¹ [end]	[start] ShuigenCentralSandong m o n ¹ [end]
[start] ShuigenCentralSandong f ə n ¹ [end]	[start] ShuigenCentralSandong f ə n ¹ [end]
[start] ShuigenCentralSandong ˀd aː p ¹ [end]	[start] ShuigenCentralSandong l aː p ¹ [end]
[start] ShuigenCentralSandong ⁿb e ¹ [end]	[start] ShuigenCentralSandong ⁿb e ¹ [end]
[start] ShuigenCentralSandong n j e n ¹ [end]	[start] ShuigenCentralSandong n j e n ¹ [end]
[start] ShuigenCentralSandong v a n ¹ [end]	[start] ShuigenCentralSandong v a n ¹ [end]
[start] ShuigenCentralSandong ɕ ə t ¹ [end]	[start] ShuigenCentralSandong ɕ ə t ¹ [end]
[start] ShuigenCentralSandong v a n ¹ [end]	[start] ShuigenCentralSandong v a n ¹ [end]
[start] ShuigenCentralSandong ˀȵ u ¹ [end]	[start] ShuigenCentralSandong ˀȵ u ¹ [end]
[start] ShuigenCentralSandong v a n ¹ [end]	[start] ShuigenCentralSandong v a n ¹ [end]
[start] ShuigenCentralSandong k w a n ¹ [end]	[start] ShuigenCentralSandong k w a n ¹ [end]
[start] ShuigenCentralSandong ʔ j e n ¹ [end]	[start] ShuigenCentralSandong ʔ j e n ¹ [end]
[start] ShuigenCentralSandong n a m ¹ [end]	[start] ShuigenCentralSandong n a m ¹ [end]
[start] ShuigenCentralSandong pʰ j u ŋ ¹ [end]	[start] ShuigenCentralSandong pʰ j u ŋ ¹ [end]
[start] ShuigenCentralSandong k ui ¹ [end]	[start] ShuigenCentralSandong k ui ¹ [end]
[start] ShuigenCentralSandong ⁿd a m ¹ [end]	[start] ShuigenCentralSandong ⁿd a m ¹ [end]
[start] ShuigenCentralSandong h u m ¹ [end]	[start] ShuigenCentralSandong h u m ¹ [end]
[start] ShuigenCentralSandong t i ¹ [end]	[start] ShuigenCentralSandong t i ¹ [end]
[start] ShuigenCentralSandong ɕ j ə t ¹ [end]	[start] ShuigenCentralSandong ɕ ə t ¹ [end]
[start] ShuigenCentralSandong q aː m ¹ [end]	[start] ShuigenCentralSandong q aː m ¹ [end]
[start] ShuigenCentralSandong m ai ¹ [end]	[start] ShuigenCentralSandong m ai ¹ [end]
[start] ShuigenCentralSandong ⁿd j ə t ¹ [end]	[start] ShuigenCentralSandong ⁿd j ə t ¹ [end]
[start] ShuigenCentralSandong f aː k ¹ [end]	[start] ShuigenCentralSandong f aː k ¹ [end]
[start] ShuigenCentralSandong ⁿd u n ¹ [end]	[start] ShuigenCentralSandong ⁿd u n ¹ [end]
[start] ShuigenCentralSandong ts i ŋ ¹ [end]	[start] ShuigenCentralSandong ts i ŋ ¹ [end]
[start] ShuigenCentralSandong m ai ¹ [end]	[start] ShuigenCentralSandong m ai ¹ [end]
[start] ShuigenCentralSandong v a ¹ [end]	[start] ShuigenCentralSandong v a ¹ [end]
[start] ShuigenCentralSandong n u k ¹ [end]	[start] ShuigenCentralSandong n u k ¹ [end]
[start] ShuigenCentralSandong ɣ ai ¹ [end]	[start] ShuigenCentralSandong ɣ ai ¹ [end]
[start] ShuigenCentralSandong ʔ au ¹ [end]	[start] ShuigenCentralSandong ʔ au ¹ [end]
[start] ShuigenCentralSandong ʔ au ¹ [end]	[start] ShuigenCentralSandong ʔ au ¹ [end]
[start] ShuigenCentralSandong ʔ au ¹ [end]	[start] ShuigenCentralSandong ʔ au ¹ [end]
[start] ShuigenCentralSandong f j aː ŋ ¹ [end]	[start] ShuigenCentralSandong f j aː ŋ ¹ [end]
[start] ShuigenCentralSandong ɕ i ¹ [end]	[start] ShuigenCentralSandong ɕ i ¹ [end]
[start] ShuigenCentralSandong ˀd a ¹ [end]	[start] ShuigenCentralSandong [UNK] a ¹ [end]
[start] ShuigenCentralSandong ⁿd aːi ¹ [end]	[start] ShuigenCentralSandong ⁿd aːi ¹ [end]
[start] ShuigenCentralSandong ⁿb j aː ŋ ¹ [end]	[start] ShuigenCentralSandong ⁿb j aː ŋ ¹ [end]
[start] ShuigenCentralSandong f a ¹ [end]	[start] ShuigenCentralSandong f a ¹ [end]
[start] ShuigenCentralSandong v aː ŋ ¹ [end]	[start] ShuigenCentralSandong v aː ŋ ¹ [end]
[start] ShuigenCentralSandong ˀm a ¹ [end]	[start] ShuigenCentralSandong ˀm a ¹ [end]
[start] ShuigenCentralSandong ˀm a ¹ [end]	[start] ShuigenCentralSandong ˀm a ¹ [end]
[start] ShuigenCentralSandong ˀm a ¹ [end]	[start] ShuigenCentralSandong ˀm a ¹ [end]
[start] ShuigenCentralSandong ˀm a ¹ [end]	[start] ShuigenCentralSandong ˀm a ¹ [end]
[start] ShuigenCentralSandong ˀŋ a ¹ [end]	[start] ShuigenCentralSandong ˀŋ a ¹ [end]
[start] ShuigenCentralSandong s i ŋ ¹ [end]	[start] ShuigenCentralSandong s i ŋ ¹ [end]
[start] ShuigenCentralSandong l j aː n ¹ [end]	[start] ShuigenCentralSandong l j aː n ¹ [end]
[start] ShuigenCentralSandong ɕ eu ¹ [end]	[start] ShuigenCentralSandong h j u ¹ [end]
[start] ShuigenCentralSandong ʁ a ¹ [end]	[start] ShuigenCentralSandong ʁ a ¹ [end]
[start] ShuigenCentralSandong pʰ aː ŋ ¹ [end]	[start] ShuigenCentralSandong pʰ aː ŋ ¹ [end]
[start] ShuigenCentralSandong q aːi ¹ [end]	[start] ShuigenCentralSandong q aːi ¹ [end]
[start] ShuigenCentralSandong ʁ aː ŋ ¹ [end]	[start] ShuigenCentralSandong ʁ aː ŋ ¹ [end]
[start] ShuigenCentralSandong q aːi ¹ [end]	[start] ShuigenCentralSandong q aːi ¹ [end]
[start] ShuigenCentralSandong ʔ e p ¹ [end]	[start] ShuigenCentralSandong ʔ e p ¹ [end]
[start] ShuigenCentralSandong ŋ aː n ¹ [end]	[start] ShuigenCentralSandong ŋ aː n ¹ [end]
[start] ShuigenCentralSandong n o k ¹ [end]	[start] ShuigenCentralSandong n o k ¹ [end]
[start] ShuigenCentralSandong q a ¹ [end]	[start] ShuigenCentralSandong q a ¹ [end]
[start] ShuigenCentralSandong m a ¹ [end]	[start] ShuigenCentralSandong m a ¹ [end]
[start] ShuigenCentralSandong m eu ¹ [end]	[start] ShuigenCentralSandong m eu ¹ [end]
[start] ShuigenCentralSandong m u m ¹ [end]	[start] ShuigenCentralSandong m u m ¹ [end]
[start] ShuigenCentralSandong ˀm i ¹ [end]	[start] ShuigenCentralSandong ˀm i ¹ [end]
[start] ShuigenCentralSandong m u n ¹ [end]	[start] ShuigenCentralSandong m o n ¹ [end]
[start] ShuigenCentralSandong l j a n ¹ [end]	[start] ShuigenCentralSandong l ɪ n ¹ [end]
[start] ShuigenCentralSandong ˀb i n ¹ [end]	[start] ShuigenCentralSandong ˀb i n ¹ [end]
[start] ShuigenCentralSandong m u m ¹ [end]	[start] ShuigenCentralSandong m o m ¹ [end]
[start] ShuigenCentralSandong ˀȵ o ŋ ¹ [end]	[start] ShuigenCentralSandong ˀȵ o ŋ ¹ [end]
[start] ShuigenCentralSandong ˀb a ¹ [end]	[start] ShuigenCentralSandong ˀb a ¹ [end]
[start] ShuigenCentralSandong l u k ¹ [end]	[start] ShuigenCentralSandong l u k ¹ [end]
[start] ShuigenCentralSandong m ə t ¹ [end]	[start] ShuigenCentralSandong m ə t ¹ [end]
[start] ShuigenCentralSandong ˀd j a k ¹ [end]	[start] ShuigenCentralSandong ⁿd j a k ¹ [end]
[start] ShuigenCentralSandong k i ¹ [end]	[start] ShuigenCentralSandong k i ¹ [end]
[start] ShuigenCentralSandong kʰ u p ¹ [end]	[start] ShuigenCentralSandong kʰ u p ¹ [end]
[start] ShuigenCentralSandong n a n ¹ [end]	[start] ShuigenCentralSandong n a n ¹ [end]
[start] ShuigenCentralSandong m̥ a t ¹ [end]	[start] ShuigenCentralSandong m̥ a t ¹ [end]
[start] ShuigenCentralSandong ˀn u n ¹ [end]	[start] ShuigenCentralSandong ˀn u n ¹ [end]
[start] ShuigenCentralSandong h a n ¹ [end]	[start] ShuigenCentralSandong h a n ¹ [end]
[start] ShuigenCentralSandong h ui ¹ [end]	[start] ShuigenCentralSandong h ui ¹ [end]
[start] ShuigenCentralSandong k a ¹ [end]	[start] ShuigenCentralSandong k a ¹ [end]
[start] ShuigenCentralSandong ˀȵ aː k ¹ [end]	[start] ShuigenCentralSandong ˀȵ aː k ¹ [end]
[start] ShuigenCentralSandong v a ¹ [end]	[start] ShuigenCentralSandong v a ¹ [end]
[start] ShuigenCentralSandong ts ə n ¹ [end]	[start] ShuigenCentralSandong ts ə n ¹ [end]
[start] ShuigenCentralSandong k ai ¹ [end]	[start] ShuigenCentralSandong k ai ¹ [end]
[start] ShuigenCentralSandong h ə t ¹ [end]	[start] ShuigenCentralSandong h ə t ¹ [end]
[start] ShuigenCentralSandong p j a m ¹ [end]	[start] ShuigenCentralSandong p j a m ¹ [end]
[start] ShuigenCentralSandong ts ə n ¹ [end]	[start] ShuigenCentralSandong ts ə n ¹ [end]
[start] ShuigenCentralSandong p j aː k ¹ [end]	[start] ShuigenCentralSandong p j aː k ¹ [end]
[start] ShuigenCentralSandong ˀn a ¹ [end]	[start] ShuigenCentralSandong ˀn a ¹ [end]
[start] ShuigenCentralSandong ŋ ai ¹ [end]	[start] ShuigenCentralSandong ŋ ai ¹ [end]
[start] ShuigenCentralSandong ⁿd a ¹ [end]	[start] ShuigenCentralSandong ⁿd a ¹ [end]
[start] ShuigenCentralSandong qʰ a ¹ [end]	[start] ShuigenCentralSandong qʰ a ¹ [end]
[start] ShuigenCentralSandong ˀn a ŋ ¹ [end]	[start] ShuigenCentralSandong ˀn a ŋ ¹ [end]
[start] ShuigenCentralSandong m u k ¹ [end]	[start] ShuigenCentralSandong m u k ¹ [end]
[start] ShuigenCentralSandong m a ¹ [end]	[start] ShuigenCentralSandong m a ¹ [end]
[start] ShuigenCentralSandong n j u t ¹ [end]	[start] ShuigenCentralSandong n j u t ¹ [end]
[start] ShuigenCentralSandong q o ¹ [end]	[start] ShuigenCentralSandong q o ¹ [end]
[start] ShuigenCentralSandong h a ¹ [end]	[start] ShuigenCentralSandong h a ¹ [end]
[start] ShuigenCentralSandong ȶʰ i n ¹ [end]	[start] ShuigenCentralSandong ȶʰ i n ¹ [end]
[start] ShuigenCentralSandong h aː k ¹ [end]	[start] ShuigenCentralSandong h aː k ¹ [end]
[start] ShuigenCentralSandong m j a ¹ [end]	[start] ShuigenCentralSandong m j a ¹ [end]
[start] ShuigenCentralSandong m j a ¹ [end]	[start] ShuigenCentralSandong m j a ¹ [end]
[start] ShuigenCentralSandong ȶ o n ¹ [end]	[start] ShuigenCentralSandong ȶ o n ¹ [end]
[start] ShuigenCentralSandong ˀd j a p ¹ [end]	[start] ShuigenCentralSandong l j a p ¹ [end]
[start] ShuigenCentralSandong t a k ¹ [end]	[start] ShuigenCentralSandong t a k ¹ [end]
[start] ShuigenCentralSandong t j u ¹ [end]	[start] ShuigenCentralSandong t j u ¹ [end]
[start] ShuigenCentralSandong t i n ¹ [end]	[start] ShuigenCentralSandong t i n ¹ [end]
[start] ShuigenCentralSandong ˀd aː k ¹ [end]	[start] ShuigenCentralSandong l aː k ¹ [end]
[start] ShuigenCentralSandong ˀd aː k ¹ [end]	[start] ShuigenCentralSandong l aː k ¹ [end]
[start] ShuigenCentralSandong ˀd aː k ¹ [end]	[start] ShuigenCentralSandong l aː k ¹ [end]
[start] ShuigenCentralSandong kʰ j e t ¹ [end]	[start] ShuigenCentralSandong kʰ ə t ¹ [end]
[start] ShuigenCentralSandong ɕ u m ¹ [end]	[start] ShuigenCentralSandong ɕ u m ¹ [end]
[start] ShuigenCentralSandong p u t ¹ [end]	[start] ShuigenCentralSandong p u t ¹ [end]
[start] ShuigenCentralSandong l o ŋ ¹ [end]	[start] ShuigenCentralSandong l o ŋ ¹ [end]
[start] ShuigenCentralSandong ⁿd ə n ¹ [end]	[start] ShuigenCentralSandong d ə n ¹ [end]
[start] ShuigenCentralSandong pʰ j aː t ¹ [end]	[start] ShuigenCentralSandong pʰ j aː t ¹ [end]
[start] ShuigenCentralSandong ˀn j u ¹ [end]	[start] ShuigenCentralSandong ˀn j u ¹ [end]
[start] ShuigenCentralSandong n aː n ¹ [end]	[start] ShuigenCentralSandong n aː n ¹ [end]
[start] ShuigenCentralSandong m a n ¹ [end]	[start] ShuigenCentralSandong m a n ¹ [end]
[start] ShuigenCentralSandong ts j a ¹ [end]	[start] ShuigenCentralSandong ȶ a ¹ [end]
[start] ShuigenCentralSandong ʔ j u t ¹ [end]	[start] ShuigenCentralSandong ʔ j u t ¹ [end]
[start] ShuigenCentralSandong p u ŋ ¹ [end]	[start] ShuigenCentralSandong p u ŋ ¹ [end]
[start] ShuigenCentralSandong ts u ¹ [end]	[start] ShuigenCentralSandong ts u ¹ [end]
[start] ShuigenCentralSandong t ui ¹ [end]	[start] ShuigenCentralSandong t ui ¹ [end]
[start] ShuigenCentralSandong ts u ŋ ¹ [end]	[start] ShuigenCentralSandong ts u ŋ ¹ [end]
[start] ShuigenCentralSandong k w e ŋ ¹ [end]	[start] ShuigenCentralSandong k w e ŋ ¹ [end]
[start] ShuigenCentralSandong ˀd o ŋ ¹ [end]	[start] ShuigenCentralSandong ˀd o ŋ ¹ [end]
[start] ShuigenCentralSandong k w aː n ¹ [end]	[start] ShuigenCentralSandong k w aː n ¹ [end]
[start] ShuigenCentralSandong pʰ j e ¹ [end]	[start] ShuigenCentralSandong pʰ i ¹ [end]
[start] ShuigenCentralSandong ʔ i t ¹ [end]	[start] ShuigenCentralSandong ʔ i t ¹ [end]
[start] ShuigenCentralSandong m ai ¹ [end]	[start] ShuigenCentralSandong m ai ¹ [end]
[start] ShuigenCentralSandong ʁ aː n ¹ [end]	[start] ShuigenCentralSandong ʁ aː n ¹ [end]
[start] ShuigenCentralSandong ˀb ə n ¹ [end]	[start] ShuigenCentralSandong ˀb ə n ¹ [end]
[start] ShuigenCentralSandong m j e n ¹ [end]	[start] ShuigenCentralSandong m j e n ¹ [end]
[start] ShuigenCentralSandong l e ¹ [end]	[start] ShuigenCentralSandong l e ¹ [end]
[start] ShuigenCentralSandong ȵ aː n ¹ [end]	[start] ShuigenCentralSandong ȵ aː n ¹ [end]
[start] ShuigenCentralSandong t o ¹ [end]	[start] ShuigenCentralSandong t o ¹ [end]
[start] ShuigenCentralSandong j a ¹ [end]	[start] ShuigenCentralSandong ʔ j a ¹ [end]
[start] ShuigenCentralSandong ˀd u k ¹ [end]	[start] ShuigenCentralSandong ˀd u k ¹ [end]
[start] ShuigenCentralSandong t j u m ¹ [end]	[start] ShuigenCentralSandong t j u m ¹ [end]
[start] ShuigenCentralSandong m j a ¹ [end]	[start] ShuigenCentralSandong m j a ¹ [end]
[start] ShuigenCentralSandong h a ¹ [end]	[start] ShuigenCentralSandong h a ¹ [end]
[start] ShuigenCentralSandong l j ə k ¹ [end]	[start] ShuigenCentralSandong l ɪ k ¹ [end]
[start] ShuigenCentralSandong ɕ e n ¹ [end]	[start] ShuigenCentralSandong ɕ e n ¹ [end]
[start] ShuigenCentralSandong ˀb aː n ¹ [end]	[start] ShuigenCentralSandong ˀb aː n ¹ [end]
[start] ShuigenCentralSandong h ə n ¹ [end]	[start] ShuigenCentralSandong h ə n ¹ [end]
[start] ShuigenCentralSandong kʰ u n ¹ [end]	[start] ShuigenCentralSandong kʰ w ə n ¹ [end]
[start] ShuigenCentralSandong t i n ¹ [end]	[start] ShuigenCentralSandong t i n ¹ [end]
[start] ShuigenCentralSandong ɣ aː n ¹ [end]	[start] ShuigenCentralSandong ɣ aː n ¹ [end]
[start] ShuigenCentralSandong f j aː n ¹ [end]	[start] ShuigenCentralSandong ɕ j aː n ¹ [end]
[start] ShuigenCentralSandong v j a n ¹ [end]	[start] ShuigenCentralSandong v j aː n ¹ [end]
[start] ShuigenCentralSandong p u ¹ [end]	[start] ShuigenCentralSandong p u ¹ [end]
[start] ShuigenCentralSandong n i ¹ [end]	[start] ShuigenCentralSandong n i ¹ [end]
[start] ShuigenCentralSandong l u ŋ ¹ [end]	[start] ShuigenCentralSandong l u ŋ ¹ [end]
[start] ShuigenCentralSandong ts u ¹ [end]	[start] ShuigenCentralSandong ts u ¹ [end]
[start] ShuigenCentralSandong p a ¹ [end]	[start] ShuigenCentralSandong p a ¹ [end]
[start] ShuigenCentralSandong q o ŋ ¹ [end]	[start] ShuigenCentralSandong q o ŋ ¹ [end]
[start] ShuigenCentralSandong j a ¹ [end]	[start] ShuigenCentralSandong j a ¹ [end]
[start] ShuigenCentralSandong l aː k ¹ [end]	[start] ShuigenCentralSandong l aː k ¹ [end]
[start] ShuigenCentralSandong ⁿb aː n ¹ [end]	[start] ShuigenCentralSandong ⁿb aː n ¹ [end]
[start] ShuigenCentralSandong l aː k ¹ [end]	[start] ShuigenCentralSandong l aː k ¹ [end]
[start] ShuigenCentralSandong ˀb j aː k ¹ [end]	[start] ShuigenCentralSandong ˀb j aː k ¹ [end]
[start] ShuigenCentralSandong n u ¹ [end]	[start] ShuigenCentralSandong n u ¹ [end]
[start] ShuigenCentralSandong l aː k ¹ [end]	[start] ShuigenCentralSandong l aː k ¹ [end]
[start] ShuigenCentralSandong h e k ¹ [end]	[start] ShuigenCentralSandong h e k ¹ [end]
[start] ShuigenCentralSandong ɣ u m ¹ [end]	[start] ShuigenCentralSandong ɣ u m ¹ [end]
[start] ShuigenCentralSandong p j a m ¹ [end]	[start] ShuigenCentralSandong p j a m ¹ [end]
[start] ShuigenCentralSandong ⁿd j ai ¹ [end]	[start] ShuigenCentralSandong ⁿd j ai ¹ [end]
[start] ShuigenCentralSandong l i k ¹ [end]	[start] ShuigenCentralSandong l i k ¹ [end]
[start] ShuigenCentralSandong h aːi ¹ [end]	[start] ShuigenCentralSandong h aːi ¹ [end]
[start] ShuigenCentralSandong l j a k ¹ [end]	[start] ShuigenCentralSandong l j a k ¹ [end]
[start] ShuigenCentralSandong p aːi ¹ [end]	[start] ShuigenCentralSandong p aːi ¹ [end]
[start] ShuigenCentralSandong ʔ u k ¹ [end]	[start] ShuigenCentralSandong ʔ u k ¹ [end]
[start] ShuigenCentralSandong s aː m ¹ [end]	[start] ShuigenCentralSandong s aː m ¹ [end]
[start] ShuigenCentralSandong t a ¹ [end]	[start] ShuigenCentralSandong t a ¹ [end]
[start] ShuigenCentralSandong ts i ¹ [end]	[start] ShuigenCentralSandong ȶ i ¹ [end]
[start] ShuigenCentralSandong t o k ¹ [end]	[start] ShuigenCentralSandong t o k ¹ [end]
[start] ShuigenCentralSandong ȶ o k ¹ [end]	[start] ShuigenCentralSandong ȶ o k ¹ [end]
[start] ShuigenCentralSandong s e ŋ ¹ [end]	[start] ShuigenCentralSandong s e ŋ ¹ [end]
[start] ShuigenCentralSandong k w aː ŋ ¹ [end]	[start] ShuigenCentralSandong k w aː ŋ ¹ [end]
[start] ShuigenCentralSandong n u n ¹ [end]	[start] ShuigenCentralSandong n u n ¹ [end]
[start] ShuigenCentralSandong l a ¹ [end]	[start] ShuigenCentralSandong l w a ¹ [end]
[start] ShuigenCentralSandong ts ə n ¹ [end]	[start] ShuigenCentralSandong ts ə n ¹ [end]
[start] ShuigenCentralSandong ʔ aː p ¹ [end]	[start] ShuigenCentralSandong ʔ aː p ¹ [end]
[start] ShuigenCentralSandong v j ə n ¹ [end]	[start] ShuigenCentralSandong v j ə n ¹ [end]
[start] ShuigenCentralSandong s u k ¹ [end]	[start] ShuigenCentralSandong s u k ¹ [end]
[start] ShuigenCentralSandong l a k ¹ [end]	[start] ShuigenCentralSandong l a k ¹ [end]
[start] ShuigenCentralSandong n e ¹ [end]	[start] ShuigenCentralSandong n e ¹ [end]
[start] ShuigenCentralSandong q a t ¹ [end]	[start] ShuigenCentralSandong q a t ¹ [end]
[start] ShuigenCentralSandong p a n ¹ [end]	[start] ShuigenCentralSandong p a n ¹ [end]
[start] ShuigenCentralSandong j a m ¹ [end]	[start] ShuigenCentralSandong ʔ j a m ¹ [end]
[start] ShuigenCentralSandong t j e m ¹ [end]	[start] ShuigenCentralSandong t j e m ¹ [end]
[start] ShuigenCentralSandong s aːi ¹ [end]	[start] ShuigenCentralSandong s aːi ¹ [end]
[start] ShuigenCentralSandong k u ¹ [end]	[start] ShuigenCentralSandong k u ¹ [end]
[start] ShuigenCentralSandong ˀȵ e ¹ [end]	[start] ShuigenCentralSandong ˀȵ e ¹ [end]
[start] ShuigenCentralSandong h u p ¹ [end]	[start] ShuigenCentralSandong h u p ¹ [end]
[start] ShuigenCentralSandong ts i ¹ [end]	[start] ShuigenCentralSandong ts i ¹ [end]
[start] ShuigenCentralSandong kʰ au ¹ [end]	[start] ShuigenCentralSandong kʰ au ¹ [end]
[start] ShuigenCentralSandong ⁿb j a ¹ [end]	[start] ShuigenCentralSandong ⁿb j a ¹ [end]
[start] ShuigenCentralSandong l a m ¹ [end]	[start] ShuigenCentralSandong l a m ¹ [end]
[start] ShuigenCentralSandong v a ¹ [end]	[start] ShuigenCentralSandong v a ¹ [end]
[start] ShuigenCentralSandong l aːi ¹ [end]	[start] ShuigenCentralSandong l aːi ¹ [end]
[start] ShuigenCentralSandong pʰ u t ¹ [end]	[start] ShuigenCentralSandong pʰ u t ¹ [end]
[start] ShuigenCentralSandong ŋ a p ¹ [end]	[start] ShuigenCentralSandong ŋ a p ¹ [end]
[start] ShuigenCentralSandong ˀŋ a m ¹ [end]	[start] ShuigenCentralSandong ˀŋ a m ¹ [end]
[start] ShuigenCentralSandong ȶ i t ¹ [end]	[start] ShuigenCentralSandong ȶ ə t ¹ [end]
[start] ShuigenCentralSandong ˀŋ w a t ¹ [end]	[start] ShuigenCentralSandong ˀŋ w a t ¹ [end]
[start] ShuigenCentralSandong t i p ¹ [end]	[start] ShuigenCentralSandong t i p ¹ [end]
[start] ShuigenCentralSandong ɕ ə n ¹ [end]	[start] ShuigenCentralSandong ɕ ə n ¹ [end]
[start] ShuigenCentralSandong t a k ¹ [end]	[start] ShuigenCentralSandong t a k ¹ [end]
[start] ShuigenCentralSandong q u m ¹ [end]	[start] ShuigenCentralSandong q u m ¹ [end]
[start] ShuigenCentralSandong v u t ¹ [end]	[start] ShuigenCentralSandong kʰ u t ¹ [end]
[start] ShuigenCentralSandong s j k ¹ [end]	[start] ShuigenCentralSandong s ə k ¹ [end]
[start] ShuigenCentralSandong pʰ j aːu ¹ [end]	[start] ShuigenCentralSandong pʰ j aːu ¹ [end]
[start] ShuigenCentralSandong t aːu ¹ [end]	[start] ShuigenCentralSandong t aːu ¹ [end]
[start] ShuigenCentralSandong ˀm e ¹ [end]	[start] ShuigenCentralSandong ˀm e ¹ [end]
[start] ShuigenCentralSandong k a ¹ [end]	[start] ShuigenCentralSandong k a ¹ [end]
[start] ShuigenCentralSandong ʔ aːu ¹ [end]	[start] ShuigenCentralSandong ʔ aːu ¹ [end]
[start] ShuigenCentralSandong t aː p ¹ [end]	[start] ShuigenCentralSandong t aː p ¹ [end]
